episode_id,combo_id,n_ood_dims,split,length_lo,length_hi,angle_lo,angle_hi,gravity_lo,gravity_hi,damping_lo,damping_hi,angvel_lo,angvel_hi
1187,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
1188,234,1,near_ood,1.505,2.0,61.9,85.0,10.7,14.0,0.01,0.1717,-3.0,-1.02
1189,181,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
1190,228,2,near_ood,1.505,2.0,61.9,85.0,7.3,10.7,0.1717,0.3383,-3.0,-1.02
1191,213,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.3383,0.5,-3.0,-1.02
1192,214,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
1193,172,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
1194,204,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.3383,0.5,-3.0,-1.02
1195,99,1,near_ood,0.995,1.505,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
1196,50,2,near_ood,0.5,0.995,38.1,61.9,10.7,14.0,0.1717,0.3383,1.02,3.0
1197,125,2,near_ood,0.995,1.505,38.1,61.9,7.3,10.7,0.3383,0.5,1.02,3.0
1198,224,3,far_ood,1.505,2.0,61.9,85.0,4.0,7.3,0.3383,0.5,1.02,3.0
1199,49,1,near_ood,0.5,0.995,38.1,61.9,10.7,14.0,0.1717,0.3383,-1.02,1.02
1200,172,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
1201,214,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
1202,48,1,near_ood,0.5,0.995,38.1,61.9,10.7,14.0,0.1717,0.3383,-3.0,-1.02
1203,84,3,far_ood,0.995,1.505,15.0,38.1,4.0,7.3,0.1717,0.3383,-3.0,-1.02
1204,137,4,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.01,0.1717,1.02,3.0
1205,45,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.01,0.1717,-3.0,-1.02
1206,239,3,far_ood,1.505,2.0,61.9,85.0,10.7,14.0,0.1717,0.3383,1.02,3.0
1207,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
1208,24,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
1209,230,3,far_ood,1.505,2.0,61.9,85.0,7.3,10.7,0.1717,0.3383,1.02,3.0
1210,51,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-3.0,-1.02
1211,16,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.3383,0.5,-1.02,1.02
1212,18,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
1213,240,1,near_ood,1.505,2.0,61.9,85.0,10.7,14.0,0.3383,0.5,-3.0,-1.02
1214,128,2,near_ood,0.995,1.505,38.1,61.9,10.7,14.0,0.01,0.1717,1.02,3.0
1215,25,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
1216,177,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.3383,0.5,-3.0,-1.02
1217,198,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-3.0,-1.02
1218,220,3,far_ood,1.505,2.0,61.9,85.0,4.0,7.3,0.1717,0.3383,-1.02,1.02
1219,127,1,near_ood,0.995,1.505,38.1,61.9,10.7,14.0,0.01,0.1717,-1.02,1.02
1220,238,2,near_ood,1.505,2.0,61.9,85.0,10.7,14.0,0.1717,0.3383,-1.02,1.02
1221,36,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,-3.0,-1.02
1222,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
1223,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
1224,25,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
1225,196,1,near_ood,1.505,2.0,38.1,61.9,4.0,7.3,0.3383,0.5,-1.02,1.02
1226,78,1,near_ood,0.5,0.995,61.9,85.0,10.7,14.0,0.3383,0.5,-3.0,-1.02
1227,1,1,near_ood,0.5,0.995,15.0,38.1,4.0,7.3,0.01,0.1717,-1.02,1.02
1228,36,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,-3.0,-1.02
1229,181,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
1230,159,2,near_ood,0.995,1.505,61.9,85.0,10.7,14.0,0.3383,0.5,-3.0,-1.02
1231,217,2,near_ood,1.505,2.0,61.9,85.0,4.0,7.3,0.01,0.1717,-1.02,1.02
1232,18,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
1233,104,3,far_ood,0.995,1.505,15.0,38.1,10.7,14.0,0.1717,0.3383,1.02,3.0
1234,191,2,near_ood,1.505,2.0,38.1,61.9,4.0,7.3,0.01,0.1717,1.02,3.0
1235,111,3,far_ood,0.995,1.505,38.1,61.9,4.0,7.3,0.1717,0.3383,-3.0,-1.02
1236,180,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
1237,204,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.3383,0.5,-3.0,-1.02
1238,213,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.3383,0.5,-3.0,-1.02
1239,132,1,near_ood,0.995,1.505,38.1,61.9,10.7,14.0,0.3383,0.5,-3.0,-1.02
1240,99,1,near_ood,0.995,1.505,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
1241,196,1,near_ood,1.505,2.0,38.1,61.9,4.0,7.3,0.3383,0.5,-1.02,1.02
1242,76,2,near_ood,0.5,0.995,61.9,85.0,10.7,14.0,0.1717,0.3383,-1.02,1.02
1243,19,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
1244,15,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.3383,0.5,-3.0,-1.02
1245,167,3,far_ood,1.505,2.0,15.0,38.1,4.0,7.3,0.1717,0.3383,1.02,3.0
1246,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
1247,97,1,near_ood,0.995,1.505,15.0,38.1,7.3,10.7,0.3383,0.5,-1.02,1.02
1248,175,1,near_ood,1.505,2.0,15.0,38.1,7.3,10.7,0.1717,0.3383,-1.02,1.02
1249,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
1250,156,3,far_ood,0.995,1.505,61.9,85.0,10.7,14.0,0.1717,0.3383,-3.0,-1.02
1251,24,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
1252,35,2,near_ood,0.5,0.995,38.1,61.9,4.0,7.3,0.3383,0.5,1.02,3.0
1253,46,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.01,0.1717,-1.02,1.02
1254,224,3,far_ood,1.505,2.0,61.9,85.0,4.0,7.3,0.3383,0.5,1.02,3.0
1255,40,1,near_ood,0.5,0.995,38.1,61.9,7.3,10.7,0.1717,0.3383,-1.02,1.02
1256,42,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.3383,0.5,-3.0,-1.02
1257,178,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.3383,0.5,-1.02,1.02
1258,24,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
1259,42,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.3383,0.5,-3.0,-1.02
1260,97,1,near_ood,0.995,1.505,15.0,38.1,7.3,10.7,0.3383,0.5,-1.02,1.02
1261,79,1,near_ood,0.5,0.995,61.9,85.0,10.7,14.0,0.3383,0.5,-1.02,1.02
1262,151,2,near_ood,0.995,1.505,61.9,85.0,7.3,10.7,0.3383,0.5,-1.02,1.02
1263,45,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.01,0.1717,-3.0,-1.02
1264,205,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.3383,0.5,-1.02,1.02
1265,19,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
1266,178,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.3383,0.5,-1.02,1.02
1267,111,3,far_ood,0.995,1.505,38.1,61.9,4.0,7.3,0.1717,0.3383,-3.0,-1.02
1268,9,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.01,0.1717,-3.0,-1.02
1269,10,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
1270,143,4,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.3383,0.5,1.02,3.0
1271,213,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.3383,0.5,-3.0,-1.02
1272,178,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.3383,0.5,-1.02,1.02
1273,172,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
1274,169,1,near_ood,1.505,2.0,15.0,38.1,4.0,7.3,0.3383,0.5,-1.02,1.02
1275,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
1276,83,3,far_ood,0.995,1.505,15.0,38.1,4.0,7.3,0.01,0.1717,1.02,3.0
1277,241,1,near_ood,1.505,2.0,61.9,85.0,10.7,14.0,0.3383,0.5,-1.02,1.02
1278,177,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.3383,0.5,-3.0,-1.02
1279,65,2,near_ood,0.5,0.995,61.9,85.0,7.3,10.7,0.01,0.1717,1.02,3.0
1280,137,4,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.01,0.1717,1.02,3.0
1281,10,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
1282,214,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
1283,201,1,near_ood,1.505,2.0,38.1,61.9,7.3,10.7,0.1717,0.3383,-3.0,-1.02
1284,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
1285,6,1,near_ood,0.5,0.995,15.0,38.1,4.0,7.3,0.3383,0.5,-3.0,-1.02
1286,221,4,far_ood,1.505,2.0,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
1287,123,1,near_ood,0.995,1.505,38.1,61.9,7.3,10.7,0.3383,0.5,-3.0,-1.02
1288,198,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-3.0,-1.02
1289,237,2,near_ood,1.505,2.0,61.9,85.0,10.7,14.0,0.1717,0.3383,-3.0,-1.02
1290,180,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
1291,122,3,far_ood,0.995,1.505,38.1,61.9,7.3,10.7,0.1717,0.3383,1.02,3.0
1292,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
1293,214,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
1294,65,2,near_ood,0.5,0.995,61.9,85.0,7.3,10.7,0.01,0.1717,1.02,3.0
1295,37,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
1296,208,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.01,0.1717,-1.02,1.02
1297,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
1298,230,3,far_ood,1.505,2.0,61.9,85.0,7.3,10.7,0.1717,0.3383,1.02,3.0
1299,181,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
1300,9,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.01,0.1717,-3.0,-1.02
1301,204,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.3383,0.5,-3.0,-1.02
1302,180,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
1303,210,1,near_ood,1.505,2.0,38.1,61.9,10.7,14.0,0.1717,0.3383,-3.0,-1.02
1304,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
1305,91,1,near_ood,0.995,1.505,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
1306,134,2,near_ood,0.995,1.505,38.1,61.9,10.7,14.0,0.3383,0.5,1.02,3.0
1307,51,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-3.0,-1.02
1308,52,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
1309,52,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
1310,51,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-3.0,-1.02
1311,181,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
1312,183,1,near_ood,1.505,2.0,15.0,38.1,10.7,14.0,0.1717,0.3383,-3.0,-1.02
1313,146,3,far_ood,0.995,1.505,61.9,85.0,7.3,10.7,0.01,0.1717,1.02,3.0
1314,151,2,near_ood,0.995,1.505,61.9,85.0,7.3,10.7,0.3383,0.5,-1.02,1.02
1315,10,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
1316,15,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.3383,0.5,-3.0,-1.02
1317,116,3,far_ood,0.995,1.505,38.1,61.9,4.0,7.3,0.3383,0.5,1.02,3.0
1318,186,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
1319,16,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.3383,0.5,-1.02,1.02
1320,228,2,near_ood,1.505,2.0,61.9,85.0,7.3,10.7,0.1717,0.3383,-3.0,-1.02
1321,16,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.3383,0.5,-1.02,1.02
1322,36,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,-3.0,-1.02
1323,24,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
1324,178,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.3383,0.5,-1.02,1.02
1325,111,3,far_ood,0.995,1.505,38.1,61.9,4.0,7.3,0.1717,0.3383,-3.0,-1.02
1326,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
1327,2,2,near_ood,0.5,0.995,15.0,38.1,4.0,7.3,0.01,0.1717,1.02,3.0
1328,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
1329,116,3,far_ood,0.995,1.505,38.1,61.9,4.0,7.3,0.3383,0.5,1.02,3.0
1330,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
1331,47,1,near_ood,0.5,0.995,38.1,61.9,10.7,14.0,0.01,0.1717,1.02,3.0
1332,37,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
1333,37,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
1334,199,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
1335,106,1,near_ood,0.995,1.505,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
1336,59,4,far_ood,0.5,0.995,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
1337,69,1,near_ood,0.5,0.995,61.9,85.0,7.3,10.7,0.3383,0.5,-3.0,-1.02
1338,187,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
1339,205,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.3383,0.5,-1.02,1.02
1340,192,2,near_ood,1.505,2.0,38.1,61.9,4.0,7.3,0.1717,0.3383,-3.0,-1.02
1341,52,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
1342,187,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
1343,131,3,far_ood,0.995,1.505,38.1,61.9,10.7,14.0,0.1717,0.3383,1.02,3.0
1344,199,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
1345,18,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
1346,177,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.3383,0.5,-3.0,-1.02
1347,198,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-3.0,-1.02
1348,143,4,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.3383,0.5,1.02,3.0
1349,229,2,near_ood,1.505,2.0,61.9,85.0,7.3,10.7,0.1717,0.3383,-1.02,1.02
1350,172,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
1351,198,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-3.0,-1.02
1352,232,1,near_ood,1.505,2.0,61.9,85.0,7.3,10.7,0.3383,0.5,-1.02,1.02
1353,186,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
1354,10,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
1355,15,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.3383,0.5,-3.0,-1.02
1356,24,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
1357,181,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
1358,15,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.3383,0.5,-3.0,-1.02
1359,178,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.3383,0.5,-1.02,1.02
1360,198,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-3.0,-1.02
1361,103,2,near_ood,0.995,1.505,15.0,38.1,10.7,14.0,0.1717,0.3383,-1.02,1.02
1362,170,2,near_ood,1.505,2.0,15.0,38.1,4.0,7.3,0.3383,0.5,1.02,3.0
1363,138,4,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,-3.0,-1.02
1364,143,4,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.3383,0.5,1.02,3.0
1365,141,3,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.3383,0.5,-3.0,-1.02
1366,187,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
1367,73,1,near_ood,0.5,0.995,61.9,85.0,10.7,14.0,0.01,0.1717,-1.02,1.02
1368,46,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.01,0.1717,-1.02,1.02
1369,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
1370,199,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
1371,19,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
1372,171,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.01,0.1717,-3.0,-1.02
1373,44,1,near_ood,0.5,0.995,38.1,61.9,7.3,10.7,0.3383,0.5,1.02,3.0
1374,52,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
1375,5,3,far_ood,0.5,0.995,15.0,38.1,4.0,7.3,0.1717,0.3383,1.02,3.0
1376,159,2,near_ood,0.995,1.505,61.9,85.0,10.7,14.0,0.3383,0.5,-3.0,-1.02
1377,178,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.3383,0.5,-1.02,1.02
1378,181,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
1379,43,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.3383,0.5,-1.02,1.02
1380,24,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
1381,46,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.01,0.1717,-1.02,1.02
1382,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
1383,209,1,near_ood,1.505,2.0,38.1,61.9,10.7,14.0,0.01,0.1717,1.02,3.0
1384,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
1385,199,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
1386,180,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
1387,208,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.01,0.1717,-1.02,1.02
1388,167,3,far_ood,1.505,2.0,15.0,38.1,4.0,7.3,0.1717,0.3383,1.02,3.0
1389,181,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
1390,104,3,far_ood,0.995,1.505,15.0,38.1,10.7,14.0,0.1717,0.3383,1.02,3.0
1391,174,1,near_ood,1.505,2.0,15.0,38.1,7.3,10.7,0.1717,0.3383,-3.0,-1.02
1392,60,2,near_ood,0.5,0.995,61.9,85.0,4.0,7.3,0.3383,0.5,-3.0,-1.02
1393,19,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
1394,162,1,near_ood,1.505,2.0,15.0,38.1,4.0,7.3,0.01,0.1717,-3.0,-1.02
1395,186,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
1396,172,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
1397,204,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.3383,0.5,-3.0,-1.02
1398,51,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-3.0,-1.02
1399,125,2,near_ood,0.995,1.505,38.1,61.9,7.3,10.7,0.3383,0.5,1.02,3.0
1400,16,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.3383,0.5,-1.02,1.02
1401,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
1402,214,0,iid,1.505,2.0,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
1403,96,1,near_ood,0.995,1.505,15.0,38.1,7.3,10.7,0.3383,0.5,-3.0,-1.02
1404,73,1,near_ood,0.5,0.995,61.9,85.0,10.7,14.0,0.01,0.1717,-1.02,1.02
1405,60,2,near_ood,0.5,0.995,61.9,85.0,4.0,7.3,0.3383,0.5,-3.0,-1.02
1406,181,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
1407,24,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
1408,24,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-3.0,-1.02
1409,147,3,far_ood,0.995,1.505,61.9,85.0,7.3,10.7,0.1717,0.3383,-3.0,-1.02
1410,88,2,near_ood,0.995,1.505,15.0,38.1,4.0,7.3,0.3383,0.5,-1.02,1.02
1411,116,3,far_ood,0.995,1.505,38.1,61.9,4.0,7.3,0.3383,0.5,1.02,3.0
1412,188,1,near_ood,1.505,2.0,15.0,38.1,10.7,14.0,0.3383,0.5,1.02,3.0
1413,46,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.01,0.1717,-1.02,1.02
1414,10,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
1415,205,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.3383,0.5,-1.02,1.02
1416,37,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
1417,36,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,-3.0,-1.02
1418,18,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-3.0,-1.02
1419,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
1420,4,2,near_ood,0.5,0.995,15.0,38.1,4.0,7.3,0.1717,0.3383,-1.02,1.02
1421,221,4,far_ood,1.505,2.0,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
1422,91,1,near_ood,0.995,1.505,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
1423,238,2,near_ood,1.505,2.0,61.9,85.0,10.7,14.0,0.1717,0.3383,-1.02,1.02
1424,43,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.3383,0.5,-1.02,1.02
1425,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
1426,64,1,near_ood,0.5,0.995,61.9,85.0,7.3,10.7,0.01,0.1717,-1.02,1.02
1427,47,1,near_ood,0.5,0.995,38.1,61.9,10.7,14.0,0.01,0.1717,1.02,3.0
1428,223,2,near_ood,1.505,2.0,61.9,85.0,4.0,7.3,0.3383,0.5,-1.02,1.02
1429,37,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
1430,120,2,near_ood,0.995,1.505,38.1,61.9,7.3,10.7,0.1717,0.3383,-3.0,-1.02
1431,34,1,near_ood,0.5,0.995,38.1,61.9,4.0,7.3,0.3383,0.5,-1.02,1.02
1432,19,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
1433,181,0,iid,1.505,2.0,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
1434,52,0,iid,0.5,0.995,38.1,61.9,10.7,14.0,0.3383,0.5,-1.02,1.02
1435,19,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.01,0.1717,-1.02,1.02
1436,172,0,iid,1.505,2.0,15.0,38.1,7.3,10.7,0.01,0.1717,-1.02,1.02
1437,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
1438,58,3,far_ood,0.5,0.995,61.9,85.0,4.0,7.3,0.1717,0.3383,-1.02,1.02
1439,198,0,iid,1.505,2.0,38.1,61.9,7.3,10.7,0.01,0.1717,-3.0,-1.02
1440,238,2,near_ood,1.505,2.0,61.9,85.0,10.7,14.0,0.1717,0.3383,-1.02,1.02
1441,25,0,iid,0.5,0.995,15.0,38.1,10.7,14.0,0.3383,0.5,-1.02,1.02
1442,37,0,iid,0.5,0.995,38.1,61.9,7.3,10.7,0.01,0.1717,-1.02,1.02
1443,126,1,near_ood,0.995,1.505,38.1,61.9,10.7,14.0,0.01,0.1717,-3.0,-1.02
1444,9,0,iid,0.5,0.995,15.0,38.1,7.3,10.7,0.01,0.1717,-3.0,-1.02
1445,138,4,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,-3.0,-1.02
1446,140,5,far_ood,0.995,1.505,61.9,85.0,4.0,7.3,0.1717,0.3383,1.02,3.0
